,5UTRlen,3UTRlen,CDSlen,mRNA_DW,Eff_DW,hl_RS,syn_RS,pro,tAI,TR,startWin_1_MEE,startWin_end_MEE,stopWin_1_MEE,stopWin_end_MEE,uORF,GC3,CDSminMFE,CDSmeanMFE,pAlen2
YGL107C,3.2958,4.5218,7.571,3.819,-0.51251,2.23,-1.4784,5.586,0.37,-2.4013,-8.8,-8.8,-8.7,-2.2,-1.6094,-0.51896,-17.1,-8.4238,39.6
YKR010C,4.7274,4.6347,7.7476,3.3283,-0.81542,2.23,-2.0956,3.912,0.36,-2.5903,-3.9,-3.3,2.7,-0.4,-1.6094,-0.69929,-15.9,-6.8711,31.2
YDR423C,3.091,4.2341,7.1148,3.7959,-0.46731,2.1401,-1.8264,4.1821,0.32,-1.7204,-4.7,-4.7,-4.11,-5.5,-1.6094,-0.52993,-18.3,-8.4838,50.5
YPR004C,2.5649,4.0254,6.9422,4.9763,-0.25481,2.5878,-0.9213,6.608,0.38,-1.4855,-7.4,-7.4,10.3,-6.4,-1.6094,-0.68977,-17.9,-9.8394,30.1
YGR261C,3.5553,4.4886,7.7956,4.601,-0.76215,2.1282,-1.0877,5.3768,0.38,-2.4046,-8.4,-7.8,-7.6,-11,-1.6094,-0.60165,-17.7,-7.8557,35
YPL228W,4.8752,5.0173,7.4085,3.7805,0.03055,1.8718,-1.2344,4.7303,0.39,-2.2266,-3.3,-6.4,-10.4,-2.9,0.18232,-0.7124,-14.1,-6.8334,26.9
YJL033W,3.5835,4.382,7.7463,4.3678,-0.11261,1.8871,-0.33827,5.5094,0.43,-1.9526,-3.1,-4.2,-7.3,-3.1,-1.6094,-0.6702,-17,-7.0025,34.6
YNL312W,3.6636,4.3438,6.7117,4.5653,0.4064,2.9285,-1.291,5.5997,0.42,-2.792,1.9,-6.2,-2.1,-6.2,-1.6094,-0.52128,-23.3,-9.3885,37.8
YPL241C,1.9459,4.2485,6.6933,3.3485,-0.35327,3.2465,-2.4889,4.3652,0.33,-2.8151,1.2,1.2,-7.3,-7.1,-1.6094,-0.5725,-17.2,-7.544,31.2
YLR145W,2.1972,4.1109,6.4069,3.1574,-0.24998,2.2083,-1.0996,3.9318,0.33,-1.5872,-6,-6,-5.2,0.4,-1.6094,-0.52825,-13.5,-6.5211,35.9
YPR022C,3.5835,4.2485,8.1321,3.5754,-0.92713,1.7047,-0.91629,4.3175,0.35,-2.1379,-16.8,-16,-6.4,-0.5,-1.6094,-0.62345,-19.8,-7.1372,29.4
YEL071W,2.5649,4.5109,7.3072,6.0595,0.10896,2.7014,0.15615,6.8233,0.43,-0.78329,-5,-5,-4.6,-1.7,-1.6094,-0.53954,-21.9,-9.8271,24.3
YML062C,3.434,4.3041,7.0724,3.3276,0.23264,1.8871,-1.0413,4.9297,0.37,-1.4571,-2.6,-2.6,-3.8,1.2,-1.6094,-0.60253,-16.8,-6.9474,35.3
YBR106W,3.4965,4.9345,6.3404,7.0593,0.045001,3.2658,0.47125,7.4549,0.55,-0.28928,-1.1,-1.1,-10,-3.8,-1.6094,-0.33164,-15.7,-10.212,30
YBL093C,4.3694,5.0106,6.4968,4.3403,0.1033,2.7147,-1.1777,4.8675,0.35,-1.2204,-1.8,-4.3,-12.7,-5.3,-1.6094,-0.45873,-16.4,-8.8143,37
YLR064W,2.5649,4.4188,6.7117,4.3644,-0.16072,1.6864,-0.4716,6.1584,0.34,-2.1062,-9.8,-9.8,7.3,-1.4,-1.6094,-0.41635,-16.4,-6.8246,34
YNL078W,2.1972,4.4886,7.1099,4.2189,-0.59138,1.3083,-0.047092,4.2627,0.3,-1.7181,-5.6,-5.6,-7.5,-2.98,-1.6094,-0.39825,-15.9,-7.9718,30.4
YJL124C,5.1059,5.451,6.2519,5.2854,0.04419,2.9178,-1.0217,5.6525,0.4,-1.7327,-5,-9,-1.1,-4.3,0.18232,-0.48387,-16.3,-8.3,38.7
YPR131C,3.6636,5.2095,6.3767,4.0613,0.2387,3.0773,-2.3539,4.2389,0.35,-2.155,-11.9,0.7,-8.3,-4.8,-1.6094,-0.5334,-15.3,-8.0778,35.8
YKL143W,3.989,4.382,7.2385,4.3404,0.13952,2.2407,-1.127,5.3099,0.41,-1.4089,1.09,-1.5,-4.7,-9.3,-1.6094,-0.63645,-15.4,-7.3578,34.5
YPL031C,3.5553,4.4067,6.8222,4.1471,0.12498,2.6603,-1.9519,5.4439,0.36,-1.2556,-5,-6.1,-3.7,-9.3,-1.6094,-0.36829,-19.2,-10.197,27.3
YDR167W,3.5553,4.5951,6.4313,4.1667,0.54223,2.7912,-1.4784,4.9836,0.33,-1.8464,0.7,-3.9,-7.6,5.2,-1.6094,-0.57012,-14.9,-9.3474,35.8
YHR057C,2.5649,4.2485,6.4265,4.1863,0.08896,3.3142,-2.3539,3.7612,0.4,-1.8885,5.5,5.5,-8.9,-5.9,-1.6094,-0.32486,-17.9,-10.405,33.8
YDL101C,2.4849,4.6913,7.3408,3.6066,-0.37974,2.5014,-2.386,4.2767,0.37,-2.356,-8.6,-8.6,-4.2,1.3,-1.6094,-0.57938,-14.6,-7.86,29.4
YMR285C,1.9459,5.0106,7.3447,3.5763,-0.13074,2.4336,-1.682,4.0775,0.4,-1.8295,-7.6,-7.6,-8.8,6.3,-1.6094,-0.63905,-12.9,-7.858,38.8
YIL117C,4.1744,4.7185,6.8638,3.6674,0.23639,1.9601,-0.18995,5.0531,0.33,-1.0963,-6.8,1.35,-5.9,-8.9,0.18232,-0.62834,-17.6,-7.38,31.9
YAL055W,1.9459,4.3438,6.2971,3.1459,-0.013429,2.3609,-1.4397,3.6636,0.31,-2.3892,0,0,-8.5,0,-1.6094,-0.53369,-17.5,-8.4353,32.9
YMR070W,5.1874,4.2195,7.2951,3.5796,-0.24956,1.1939,-0.35667,4.7095,0.34,-1.9936,-8.7,3.9,3.6,0,-1.6094,-0.45143,-27.1,-7.4188,35.4
YHR162W,5.118,4.7274,5.9661,6.2976,0.085647,3.2465,0.64238,5.7662,0.38,-0.71478,-2.2,-7.3,-7.3,-5.2,0.78846,-0.37302,-17.1,-12.927,32.9
YGL093W,3.6376,3.6109,7.9208,3.5824,-0.71678,2.23,-2.1037,3.912,0.35,-2.3507,-9.4,2.8,-4.7,-5.6,-1.6094,-0.56036,-15.3,-7.3978,37.8
YKL215C,4.1744,5.5947,8.2587,4.0963,-0.26879,2.2083,-1.772,5.112,0.39,-3.0922,0,-2.1,-7.1,-6.7,-1.6094,-0.65012,-25.5,-8.9465,31.4
YBR288C,4.0431,4.4998,7.2807,4.1682,-0.37655,2.6603,-1.5418,4.272,0.37,-2.4135,-3.3,-7.6,-10.2,2.5,-1.6094,-0.67146,-16.3,-7.8404,29.4
YKR092C,3.3322,5.5094,7.1074,5.4084,0.2728,1.7405,0.53122,6.367,0.4,-1.2708,5.36,5.36,-1.5,0,-1.6094,-0.52909,-19.8,-8.32,32.7
YGL226W,1.6094,4.4308,5.9189,3.4907,0.50398,2.9755,-3.0159,3.912,0.27,-1.5037,-6.5,-6.5,1.5,-5.4,-1.6094,-0.49757,-16.3,-9.5727,29.4
YOR324C,4.9836,4.9053,7.5005,3.3985,-1.1161,2.3026,-2.0326,3.9703,0.35,-2.4259,-1.7,-11.5,6,-0.9,-1.6094,-0.49178,-18.7,-8.7034,42.6
YHL025W,4.0604,4.625,6.9068,3.7849,-0.28202,2.3418,-1.4872,4.069,0.32,-1.3911,-6.7,-6.3,-2.2,-7.4,-1.6094,-0.31171,-23.4,-11.341,38.4
YGR037C,3.7612,5.1985,5.5759,6.9219,0.76976,4.0218,-0.34814,7.2579,0.51,-0.65527,-1.9,0.8,-15,6.3,-1.6094,-0.35666,-17.8,-8.8143,28.1
YER143W,4.0604,4.6821,7.1601,3.6602,0.45082,2.3321,-1.3243,4.3903,0.37,-2.0077,0,-3.58,-7.1,-7.4,-1.6094,-0.57281,-15.7,-8.2024,35.1
YBR030W,3.3322,4.6052,7.414,3.5591,-0.93439,2.1633,-1.7545,4.5816,0.37,-2.0479,-8,-8,-2.1,-6,0.18232,-0.53671,-15.5,-9.1722,37.3
YLR440C,2.9957,5.037,7.6639,3.7441,-0.27928,2.2824,-1.6503,4.6759,0.36,-1.9366,1.2,1.2,-5.8,-18.6,-1.6094,-0.50395,-17.6,-7.8039,33.3
YBR065C,3.4012,5.7301,6.9985,3.6011,-0.62663,2.0281,-2.4889,4.3438,0.33,-2.974,-1.5,-1.5,7.5,-5.7,-1.6094,-0.57759,-12.7,-6.9314,27.6
YOL007C,4.2905,5.8861,6.9334,4.0582,0.051198,1.9315,-0.9835,4.7903,0.34,-1.4819,-0.3,-6.7,0,-3.8,-1.6094,-0.61706,-14.6,-7.1818,35.5
YDR429C,2.7726,4.625,6.7154,6.0762,0.21377,2.9957,-0.17079,4.0775,0.47,-0.83656,2.2,2.2,-8.7,-2.4,-1.6094,-0.7124,-21.5,-8.8385,29.7
YMR208W,2.8904,4.6821,7.1944,4.1674,0.080198,2.6247,-1.2765,4.8726,0.4,-2.5108,-3.2,-3.2,6.1,-0.6,-1.6094,-0.54768,-16.1,-7.9465,26.9
YKR082W,2.3979,4.3041,8.1531,4.3805,-0.53957,1.9601,-0.9014,5.8091,0.38,-2.3497,-5.8,-5.8,0.3,-6.3,-1.6094,-0.57065,-16.3,-7.1705,27.4
YHL028W,4.2341,4.3694,7.5055,2.6783,-0.93082,0.58779,-1.0556,3.9318,0.29,-2.0318,-5,-2.4,-11.3,0.4,-1.6094,-0.48981,-20.6,-7.9025,34.1
YHR181W,3.4965,4.4067,6.5323,4.4227,-0.10533,4.6434,-2.8647,5.112,0.34,-2.9838,-6.9,-3.8,-9.1,-1.6,-1.6094,-0.63628,-13.3,-7.181,37.9
YJL029C,4.0943,4.6052,7.8116,3.9414,-0.92683,1.8871,-0.99696,4.5035,0.36,-2.5731,-15.1,-5.8,-3.3,-3,-1.6094,-0.47218,-19.5,-7.7881,36.3
YMR157C,2.3026,4.6052,6.6438,3.7799,-0.13076,3.1135,-2.6173,3.9053,0.36,-2.1103,-6.4,-6.4,-4.6,-9.9,-1.6094,-0.53258,-18.3,-8.5458,34.9
YCR017C,3.4657,5.2204,7.9593,4.8937,-0.81071,2.2925,-0.29303,4.5397,0.38,-2.2359,-8.4,-8.9,-14.3,-3.1,-1.6094,-0.60305,-19,-8.5287,32.6
YMR048W,2.1972,4.6821,6.8607,3.1872,0.1153,2.4932,-2.3026,3.7377,0.38,-2.7774,-7.1,-7.1,-5.2,-6.6,-1.6094,-0.62044,-21.2,-8.9633,36.7
YPL076W,4.9836,6.6619,6.737,2.7498,-0.32946,1.7047,-1.6045,4.2767,0.36,-3.1653,-1.1,-5.2,-7.2,-1.8,0.18232,-0.57569,-12.5,-5.7656,32.8
YAL049C,4.1744,4.7791,6.608,4.5457,0.27131,2.7973,-1.6094,3.9318,0.42,-2.1848,-3.2,-5.2,-8.1,-5.5,-1.6094,-0.55641,-17.9,-9.6957,33.9
YDL146W,5.0499,5.5294,7.2971,3.3311,-1.1417,2.6741,-2.3969,4.1109,0.38,-2.4158,5.7,-4.2,-6.8,-0.7,-1.6094,-0.55016,-15.9,-7.6271,42.9
YMR062C,2.6391,4.7095,7.1899,4.2384,-0.29415,2.8214,-0.40197,7.767,0.4,-3.361,-8.1,-8.1,-5.7,-13.9,-1.6094,-0.57634,-13.8,-8.9372,36.5
YNL064C,5.0039,4.804,7.1148,6.5896,0.46007,2.3702,0.52591,7.7626,0.51,-2.0122,-3.8,-4.3,-8.1,-4.9,0.78846,-0.7312,-15.1,-8.5,28.6
YOR098C,4.0775,4.804,8.0805,4.4001,-0.48829,1.9459,-0.8463,5.3423,0.38,-1.23,-10.9,-9.2,2.9,-7.4,-1.6094,-0.63074,-19.5,-7.5858,32.5
YDR476C,2.8332,5.3083,6.5147,4.4194,-0.060045,2.5494,-1.0106,4.9345,0.32,-1.418,-10.3,-10.3,-8,-2,-1.6094,-0.17729,-15.8,-11.943,31.7
YMR195W,4.5218,4.8203,5.9506,4.089,0.19872,2.5494,0.13191,4.6587,0.36,-2.4913,0,-7.1,-6.6,-3,0.18232,-0.38443,-15.7,-9.8,32.8
YGR268C,2.6391,5.1761,6.3919,3.4831,-0.0040006,2.1163,-1.9951,4.3219,0.31,-1.2441,-6,-6,-7.5,-1.8,-1.6094,-0.41399,-19.3,-10.772,33.7
YIL158W,2.3979,4.4308,6.4216,4.3115,-0.59085,2.0281,-1.1147,4.1537,0.34,-1.7082,-10.1,-10.1,-4.1,-0.1,-1.6094,-0.49732,-20.6,-10.063,37.1
YJR101W,3.4012,4.9345,6.6859,4.1764,-0.17745,2.7147,-1.3704,4.7791,0.34,-2.0418,-11.5,-11.5,-7.4,0,-1.6094,-0.47907,-15.2,-8.584,32.4
YBL051C,4.1271,6.1026,7.6044,4.5757,-0.22134,1.8245,0.028587,5.2293,0.41,-1.9576,-13.4,-5.9,-5.4,-6.3,-1.6094,-0.59714,-17.4,-6.1869,35.4
YGR058W,3.0445,5.6348,6.9157,2.9725,0.1357,1.7047,-1.575,4.2413,0.34,-2.9818,-7.5,-7.5,-6.2,0.53,-1.6094,-0.63878,-14.7,-6.4313,41.2
YBR082C,4.1589,5.118,6.1026,6.2366,0.88145,2.2824,0.93452,6.8413,0.45,-0.57199,0.03,0,-8.8,1.9,-1.6094,-0.54834,-15.6,-6.9385,31.4
YDL003W,4.6444,4.7536,7.439,3.9842,0.020991,2.1633,-1.2448,4.4026,0.37,-1.8067,0.6,5.4,-10.5,-3.8,-1.6094,-0.70928,-13.7,-6.8364,34.5
YDL078C,3.1355,4.3944,6.9393,5.0831,0.27812,2.8391,-1.204,5.4827,0.39,-1.441,-6.1,-6.1,1.1,2.4,-1.6094,-0.43394,-15.6,-9.697,28.2
YLL027W,5.3279,4.8598,6.6241,4.0549,0.10178,2.3224,-0.9014,5.504,0.36,-1.1376,0,-7.7,-5.1,-7,0.18232,-0.38759,-21.4,-9.8863,97.7
YAR007C,3.7377,4.2905,7.5316,4.4138,0.21756,2.5494,-1.8202,5.8493,0.42,-2.3698,-4.6,-6.7,-5.2,0.5,-1.6094,-0.58264,-19.1,-8.2639,29.8
YML064C,4.0943,5.2364,6.6039,3.3989,0.41091,2.1041,-1.5141,3.9797,0.31,-2.3903,-5.7,5.1,-10.4,0.1,0.18232,-0.45928,-14.7,-6.7043,33.4
YML031W,2.5649,4.3175,7.5848,4.3653,-0.58266,2.0919,-1.03,5.5373,0.34,-1.8585,8,8,-5.4,0,-1.6094,-0.4323,-19.2,-8.1984,31
YDL125C,5.1533,4.92,6.1675,6.0444,0.39233,3.7495,-0.78966,6.5453,0.44,-1.0106,-7.6,-12,-0.7,-3.8,0.78846,-0.40551,-17.5,-9.2643,41.4
YCL005W,4.804,4.9127,6.6477,3.4809,-0.7165,2.3702,-1.4917,4.0604,0.28,-2.4476,-15.7,-3,-5.5,5.1,-1.6094,-0.44627,-16.9,-9.4917,38
YPL243W,4.4998,4.2047,7.4955,4.7774,-0.072154,2.3795,-0.54473,6.1174,0.41,-1.8226,-2.2,-1.2,-1,-4.2,0.18232,-0.55574,-19,-6.8862,34.4
YDR497C,4.3041,4.6347,7.4702,5.4708,-0.71411,2.1861,0.18565,6.7886,0.41,-1.8338,-3.3,-2.1,1.4,-2.1,-1.6094,-0.47073,-18.9,-9.4947,28.5
YDL025C,5.1985,5.1761,7.5299,3.38,-0.80736,2.1633,-1.3744,5.4553,0.38,-2.4686,-6.2,-6,0.6,-2.5,-1.6094,-0.57297,-18.3,-7.9705,34.4
YBR104W,4.0943,4.0775,6.8977,3.8073,-0.024504,2.2824,-0.91379,4.654,0.36,-2.7678,-5.6,-3.5,1.8,3.2,-1.6094,-0.5613,-23.5,-9.6871,33.9
YBL091C,3.0445,4.4998,7.1436,5.1527,0.051021,2.6174,0.22554,4.4067,0.43,-2.7046,-1.2,-1.2,-1.1,-11.3,-1.6094,-0.47434,-19.7,-8.4634,30.9
YPL048W,3.8067,4.7622,7.1293,6.1211,0.1872,3.1987,-0.51751,6.812,0.53,-2.4793,6.7,-3.6,-5.4,-11.6,-1.6094,-0.27977,-18.3,-10.878,29.3
YJL071W,3.8067,4.654,7.453,3.0243,-0.9263,2.3979,-1.9449,4.3351,0.34,-3.5936,-12.5,-9.9,-4.4,-6.1,-1.6094,-0.58457,-16.4,-8.0018,31
YNL123W,3.4965,4.0775,8.0044,4.6141,-0.28353,1.9459,-0.14966,4.9175,0.41,-0.84676,-5,-5,-7.4,-11.2,-1.6094,-0.70267,-18.5,-8.0306,32.6
YPL037C,3.4012,4.1271,6.1612,7.3069,0.6111,4.0977,-0.0050125,8.2178,0.61,-0.41491,-1.3,-1.3,-5.9,4.3,-1.6094,-0.42975,-17.9,-10.079,28.4
YNL041C,3.989,5.1874,7.832,3.9416,-0.72792,1.8245,-0.93395,4.7763,0.38,-1.8042,-10.8,-7.1,-8.1,-0.4,-1.6094,-0.59037,-13.9,-6.7667,32.1
YPL015C,4.0073,5.7777,6.9791,4.4138,-1.0053,2.4765,-1.231,5.0752,0.36,-2.0099,-12,-5.6,-1.7,-4.2,-1.6094,-0.49358,-17.3,-10.162,39.3
YNR029C,3.3322,4.4773,7.1624,3.6093,-0.088538,2.2618,-1.231,4.1026,0.37,-2.2018,-11.1,-11.1,-3.8,-6.5,-1.6094,-0.55797,-16.7,-9.161,38.7
YBR253W,4.1109,4.5109,5.9026,4.2877,-0.50557,3.2068,-1.7838,4.9802,0.34,-1.5852,-7.7,-6.5,-6.8,0,0.18232,-0.3495,-11.8,-8.4545,39.5
YHR154W,3.4657,4.3694,8.075,3.8384,-0.68907,2.1861,-1.2448,4.5109,0.37,-2.6451,-1,-6.7,-0.8,-3.74,-1.6094,-0.62364,-17.2,-6.4978,32.6
YMR304W,5.2781,5.5759,8.2142,4.1249,-0.65384,2.1401,-1.4697,4.8828,0.39,-2.7046,-7.9,-9.4,-5.6,-6.2,-1.6094,-0.57856,-20.3,-7.7067,34.4
YOR128C,3.2189,4.3438,7.4478,4.7537,0.094989,2.6027,-0.7529,7.3725,0.41,-2.1516,5.6,5.6,-0.9,-4.8,-1.6094,-0.64901,-18.7,-8.4482,35.1
YGL091C,2.9957,5.0626,6.8947,3.7343,0.060709,2.7213,-1.959,4.5468,0.35,-2.0418,-5.1,-5.1,-3,-4.4,-1.6094,-0.60274,-17.3,-10.132,32.8
YKL058W,3.4012,5.3519,5.9108,4.9299,-0.095158,3.2268,-1.0936,3.922,0.35,-1.9754,-1.3,-1.3,0.1,-1.9,-1.6094,-0.53269,-16.5,-9.4091,30.8
YKL085W,3.3322,3.5264,6.9127,5.0454,0.33004,2.6247,0.16974,5.9393,0.5,-1.9338,1.2,1.2,-6.5,-6.5,-1.6094,-0.43332,-21.7,-10.825,31.1
YNR043W,2.5649,4.9416,7.0825,5.4618,0.21315,2.7408,-0.79851,6.4635,0.43,-1.717,-3,-3,4.4,-7.3,-1.6094,-0.50374,-15.4,-8.4105,34.2
YIL064W,6.8134,2.0794,6.6516,4.274,-0.050553,2.9755,-1.9038,3.989,0.35,-2.1362,-7.6,-7.4,-5.7,-5.7,-1.6094,-0.46123,-17.6,-9.6917,32.5
YGR013W,3.1355,5.4161,7.5299,3.1801,-0.32252,2.0281,-1.5654,4.5609,0.38,-1.8301,-9.6,-9.6,-9.7,-5.1,-1.6094,-0.4803,-18.1,-7.3607,30.7
YML103C,3.5835,4.6728,8.5108,4.563,-0.79023,1.8563,-0.40048,5.5722,0.38,-1.8464,-11.2,-11.2,-4.8,-11.2,-1.6094,-0.60821,-14.5,-6.6602,31.2
YHL027W,4.4308,5.3471,7.538,3.8538,-0.0558,2.1163,-0.99696,4.4067,0.37,-1.9618,-11.8,-5.6,-7.1,-8.1,0.78846,-0.49107,-16.5,-9.1,5.2
YDR539W,3.4657,4.0775,7.3212,4.1918,-0.23727,2.6532,-1.7603,4.5397,0.39,-2.7504,-6.3,-7.7,-0.2,-3.3,-1.6094,-0.63878,-18.6,-8.8702,28.6
YMR177W,4.2767,5.3279,7.335,3.2453,-0.38084,1.7405,-0.81193,4.0518,0.38,-2.3207,-12.5,-5.8,-2.3,-2.1,-1.6094,-0.67032,-15.9,-7.794,34.6
YGR286C,4.6913,4.7707,7.0282,3.8497,-0.17748,2.5494,-1.8264,4.2341,0.42,-2.7227,-3.7,-4.6,-3.2,-6,-1.6094,-0.52722,-17.8,-10.058,32.9
YBR067C,3.912,4.7791,6.4505,5.4191,0.76643,2.2083,-0.18392,6.6276,0.53,-1.1258,-2.1,-2.3,-14.2,-2.1,-1.6094,-0.59135,-19.3,-9.625,32.9
YDR100W,3.2581,5.4889,6.0684,4.7324,0.31827,3.957,-1.8971,5.607,0.37,-2.5823,-6.5,-6.5,-7.2,-4.8,-1.6094,-0.50201,-16.2,-8.8077,32.1
YER049W,4.4067,4.5109,7.5679,5.0309,-0.14878,2.6878,-0.73397,5.1761,0.45,-1.2279,-1.5,-1.8,-4.7,6.8,-1.6094,-0.55392,-16.4,-8.473,29.5
YML012W,2.7081,4.8203,6.4552,6.1719,-0.0026963,3.0204,-0.48776,6.762,0.46,-1.5626,-8.4,-8.4,4.6,-2.8,-1.6094,-0.46629,-17.7,-10.815,29.5
YOR217W,4.4659,5.425,7.8579,4.2737,-0.33178,2.1041,-1.2006,4.7125,0.4,-1.8024,-7.8,-10,-1.4,-7.9,-1.6094,-0.67792,-18.8,-8.0906,38.1
YNL206C,1.7918,4.2905,7.2211,4.0582,-0.71604,2.6247,-1.4439,4.4621,0.4,-2.9243,-6,-6,-5.8,1.7,-1.6094,-0.57332,-14.7,-7.0932,38.7
YDR071C,3.3322,4.3944,6.3561,5.656,0.48112,4.6877,-1.6874,5.0039,0.44,-1.8282,3.2,3.2,6.7,-2.9,0.78846,-0.53703,-14.2,-8.0111,26.1
YDR301W,3.7612,4.8752,8.3124,3.8799,-0.89121,1.9021,-1.0106,4.6151,0.39,-2.4499,-5.5,-5.7,-1.2,-4.3,-1.6094,-0.60957,-17.2,-7.5567,7.3
YPL107W,0.69315,5.3375,6.6161,2.9678,-0.010336,2.6878,-2.2443,4.3438,0.38,-2.176,-7.7,-7.7,-3.6,-1.1,-1.6094,-0.59767,-13.6,-9.1696,40.8
YDR353W,3.8712,4.3567,6.8669,6.2596,0.50519,2.6319,0.35697,7.5802,0.5,-1.2708,-7,1.4,0.4,-1,-1.6094,-0.4782,-17.2,-10.48,19.4
YJL001W,3.912,4.7274,6.4739,5.5573,0.33039,3.4657,-0.60148,7.2957,0.4,-1.3883,-5.1,-1.3,-0.2,-0.8,-1.6094,-0.61526,-21.3,-9.125,33.4
YKR037C,3.4965,5.112,6.789,3.4974,-0.27894,2.76,-2.6173,4.2195,0.38,-2.62,8.2,3.1,-12.9,-20,-1.6094,-0.50387,-17,-7.6679,30.7
YLR212C,2.6391,4.6634,7.2598,3.9275,-0.57795,2.5177,-1.814,6.3739,0.36,-2.6395,-0.5,-0.5,-8.4,-2.17,-1.6094,-0.50725,-16.3,-8.2935,37.4
YIL007C,3.2189,5.0752,6.4968,3.4654,-0.026288,2.4849,-2.3126,4.1378,0.35,-2.3476,10.9,10.9,-7.4,-6.3,0.18232,-0.49518,-16.7,-8.619,32.2
YBL074C,2.5649,5.5683,6.9735,3.3471,-0.44677,2.1041,-2.9759,4.0431,0.37,-2.5639,-7.5,-7.5,-9.9,-5.6,-1.6094,-0.4943,-13.4,-7.6912,46.8
YMR260C,3.1781,5.0752,6.1356,6.8247,0.1797,3.8437,0.094401,7.1037,0.53,-1.4122,0.4,0.4,-14.3,-1.3,-1.6094,-0.74578,-13.4,-6.2643,27.8
YIR018W,3.0445,6.2653,6.6039,3.8067,-0.53141,2.1972,-3.912,3.7612,0.33,-1.4767,-0.2,-0.2,-1.1,-6.5,-1.6094,-0.37302,-16.1,-8.4217,46.1
YPL074W,3.3673,4.92,7.7253,3.2992,-0.63472,1.9741,-1.666,3.9766,0.34,-2.1103,2.5,2.5,-9.8,-2.6,-1.6094,-0.60951,-16.3,-7.9878,33.3
YKL046C,5.4467,5.4638,7.2079,4.5691,0.088634,2.5649,-0.10425,5.826,0.42,-1.7661,-3.5,-5.3,-7.9,0,-1.6094,-0.58025,-19.8,-10.288,27
YBR145W,3.7136,4.4067,6.9622,3.1772,-0.19762,2.5878,-0.36817,7.0616,0.45,-2.8753,-1.3,-1.3,-2.8,-3.9,0.18232,-0.6465,-23.8,-10.538,43.4
YOR151C,5.6095,5.8464,8.2093,5.505,-0.66837,2.2513,-0.27839,6.8687,0.43,-1.4516,-3,-3.8,-2.8,-1.7,-1.6094,-0.7475,-16.4,-8.214,27.5
YGL207W,4.5326,4.852,8.0417,5.2839,-0.12451,2.23,-0.35667,6.5265,0.43,-1.9139,-6.3,-5.9,-3.7,-3.1,-1.6094,-0.6619,-15.4,-7.1392,33.2
YLR326W,4.3175,4.8442,6.5834,3.3283,0.085187,2.2824,-1.8839,4.0832,0.36,-3.2315,-1.8,-8.9,-4.5,2.1,-1.6094,-0.53984,-15.1,-8.2,35.7
YKL184W,5.0239,5.6419,7.2449,5.1335,-0.10758,2.6603,-1.1178,4.1897,0.39,-1.7504,-6.7,-8.2,2.6,-5.8,0.18232,-0.58912,-14.8,-8.46,46.5
YPR086W,3.7842,5.1059,6.9451,4.5763,-0.17971,2.2192,-0.80744,4.9488,0.39,-1.2827,3.8,-4.4,0.5,-2.3,-1.6094,-0.58753,-16.4,-8.7152,42.6
YJR003C,2.3026,4.4659,7.3524,3.6798,-0.44706,2.2407,-1.1087,4.7985,0.36,-2.2009,-7.9,-7.9,-5,-0.9,-1.6094,-0.68511,-18.3,-6.7974,31.7
YNL062C,3.7377,4.7274,7.2703,4.4099,-0.10353,2.7014,-2.025,5.121,0.38,0.25154,1.6,1.6,-6.04,-8,-1.6094,-0.56457,-17.2,-8.1457,29.7
YMR295C,3.989,5.247,6.3869,5.6188,0.62757,3.0397,-0.49594,6.3445,0.44,-0.47353,-2.3,-0.77,-0.7,-12.2,-1.6094,-0.48957,-18.1,-9.6833,31.2
YDR262W,2.3979,5.273,6.7081,4.3996,-0.37856,3.0155,-1.4106,4.5326,0.35,-2.2064,0,0,-2.2,-1.4,-1.6094,-0.56927,-13.9,-7.8923,40.6
YGR083C,4.3041,4.7875,7.5787,4.6753,-0.1134,1.9601,-0.32021,6.2106,0.38,-1.644,-6.1,-8.8,-1.6,-9.4,-1.6094,-0.67491,-21.1,-7.7188,33
YNL290W,3.2189,4.3041,6.9305,4.3439,-0.072142,2.2824,-1.168,5.355,0.37,-1.6544,-6.8,-6.8,-4.4,-4.4,-1.6094,-0.37516,-15.5,-10.088,35.1
YBL010C,3.3673,5.1818,6.737,3.0978,-0.017305,2.4069,-2.3026,4.3175,0.34,-2.9337,-4.1,-4.1,-5.6,-6.8,-1.6094,-0.58204,-12.9,-6.9444,29.7
YAL021C,4.0943,5.4381,7.8296,4.5277,-0.42065,2.1972,-1.4355,5.4834,0.38,-1.501,-5,-10,-6.2,-4.8,-1.6094,-0.31414,-31,-9.0976,28.5
YNL227C,3.9318,4.2767,7.4804,3.4324,-0.42521,1.9169,-0.5834,4.4006,0.38,-2.331,-5.9,-7.2,-1.4,-1.2,-1.6094,-0.60574,-12.7,-6.3064,35.7
YBR123C,4.1271,4.0431,7.5756,3.4395,-0.27525,2.0541,-1.5279,4.5109,0.38,-2.1813,-14.9,-4.6,-7.3,-4.3,-1.6094,-0.59192,-14.7,-6.7968,37.1
YOR043W,5.9713,5.0434,7.2869,4.3486,-0.73687,2.2192,-0.9014,4.0943,0.37,-1.2337,-1.6,-12.4,-4,-2,0.78846,-0.60525,-14.9,-7.6043,36.1
