,5UTRlen,3UTRlen,CDSlen,mRNA_DW,Eff_DW,hl_JC_RZ,syn_JC_RZ,pro,tAI,TR,startWin_1_MEE,startWin_end_MEE,stopWin_1_MEE,stopWin_end_MEE,uORF,GC3,CDSminMFE,CDSmeanMFE,pAlen2
YOL005C,3.5835,3.9318,5.8944,4.9198,0.708,2.5177,1.8209,6.2816,0.38,-0.97075,-7.5,-5.8,-3.8,-5.5,-1.6094,-0.21843,-14.8,-9.3,31.9
YOR213C,4.6728,5.8406,6.6161,3.4065,-0.5792,0.95551,2.2104,4.0775,0.33,-2.6437,-6.8,-7.3,-6.6,-8.2,-1.6094,-0.54209,-16.6,-7.5435,36.3
YLL029W,4.6347,4.6347,7.7187,4.6388,-0.51021,2.5878,1.2798,5.828,0.38,-1.3867,3.8,-4.1,-5.7,1.2,-1.6094,-0.45055,-19.8,-9.1937,30.2
YML029W,4.382,4.654,7.8308,3.7374,-0.56105,2.6462,-0.1547,3.7842,0.36,-2.0651,-9.1,-9.7,-6.4,-14.9,-1.6094,-0.47775,-19.2,-8.6244,40.2
YCR048W,3.7842,5.193,7.5137,4.4402,-0.56939,1.7047,1.2817,3.6636,0.34,-2.2509,-5.77,-5.8,-5.5,-4.6,-1.6094,-0.10629,-25,-11.188,32.9
YJL186W,3.3673,4.7622,7.4736,4.9272,-0.14136,1.9741,1.6425,4.7749,0.39,-1.6079,-4.9,-4.9,-2.7,-6.2,-1.6094,-0.4402,-16.8,-9.1947,46.7
YDR399W,4.2341,4.7185,6.5013,5.8876,0.15313,0.47,4.5137,7.4327,0.49,-0.85567,-1.1,-2.67,-7.2,-4.9,-1.6094,-0.52112,-15.9,-8.7381,33.5
YLR133W,3.1781,4.1744,7.4668,3.6543,0.1242,3.8044,-0.53841,5.4446,0.39,-2.4913,-4.3,-4.3,-6.2,-3.4,-1.6094,-0.50388,-17,-8.5649,33
YJL050W,3.8712,4.0604,8.0778,4.8709,-0.16744,2.0015,1.5698,4.4773,0.44,-1.7193,-4.8,-8.1,-2.9,-4.1,-1.6094,-0.62729,-18.4,-7.9538,28.1
YDL202W,3.9703,4.9767,6.6201,4.0658,0.15858,1.6487,1.9274,5.1475,0.36,-2.2653,-10.7,1,-5.5,-5.7,-1.6094,-0.45896,-13.8,-7.7348,34.8
YER090W,3.9703,4.6347,7.3291,5.212,0.31965,3.3776,1.2824,7.0837,0.43,-2.8336,-9.4,-6.3,-5.5,-7.9,0.18232,-0.6681,-14.3,-8.6082,38
YOR165W,3.4965,5.112,7.7541,4.7163,-0.31394,1.8563,1.9429,5.3,0.41,-1.8528,-9.2,-9.2,-4.1,-10.3,-1.6094,-0.67675,-15.5,-8.0316,27.1
YOR130C,3.091,4.2195,6.7788,3.4125,-0.42931,1.5041,1.8151,4.585,0.31,-3.0662,-4.4,-4.4,-3.2,-6.4,0.18232,-0.60565,-18,-10.664,35.7
YLR369W,3.1355,4.2485,7.5878,3.4197,-0.049297,1.8563,0.73847,4.8953,0.38,-2.0675,-7.5,-7.5,-0.7,-0.4,-1.6094,-0.68397,-15.5,-8.0875,36
YDR097C,4.5218,3.8067,8.2239,3.9518,-0.38765,2.681,0.0034264,4.2767,0.39,-2.4013,-7.6,-8.8,-1,-3.8,-1.6094,-0.65349,-17.4,-7.6033,35.5
YOL148C,3.7612,4.4998,7.5038,3.6991,-0.6498,2.2083,0.43048,4.4924,0.34,-2.162,-5.3,-7.2,-0.4,-13.7,-1.6094,-0.6083,-20.2,-8.0644,22
YLR192C,1.7918,5.4806,6.6821,5.7758,0.54312,2.3026,2.5518,6.4945,0.51,-1.5155,2.8,2.8,-5.8,-14.9,-1.6094,-0.59355,-16.2,-8.248,31.7
YBR149W,3.2189,4.6151,6.9422,5.3404,0.17825,3.1311,1.8966,4.6728,0.44,-2.3465,-3.7,-3.7,-2.9,-7.1,-1.6094,-0.50861,-16.2,-9.4667,29.3
YKL042W,4.9273,5.3613,6.9958,3.3149,0.16817,1.6677,0.43643,4.3041,0.36,-2.1884,0.7,-4.2,-9.8,-5,-1.6094,-0.55503,-11.8,-5.82,30.9
YNL066W,6.3154,5.2523,7.1412,6.1133,-0.14278,1.335,2.6992,3.8816,0.46,-2.0107,-3.8,0,-6.3,0.4,-1.6094,-0.53958,-17.8,-10.688,36.6
YPL112C,3.9512,4.1897,7.0775,4.4595,-0.27694,1.9169,1.3436,5.0129,0.36,-2.1046,-10.1,8.2,-5.1,-8.3,-1.6094,-0.58228,-15.2,-8.1842,33.8
YKL013C,2.8904,5.1059,6.2461,5.4843,0.17702,2.6672,2.2727,5.1818,0.39,-1.7441,-8.9,-8.9,-8.2,-5.2,-1.6094,-0.57652,-12.2,-8.1312,29.2
YIL016W,3.2189,3.989,6.1738,4.7779,-0.1054,1.1939,2.9707,5.9243,0.41,-1.0874,-7.2,-7.2,-1,-13.5,-1.6094,-0.35284,-14.5,-7.7857,33.3
YHR206W,5.6454,5.6419,7.5332,4.0185,-0.65851,0.87547,2.3369,4.3373,0.36,-1.7226,-6.75,12.8,-4.6,-12.3,-1.6094,-0.53576,-18.4,-7.6607,35.4
YIL030C,4.1431,4.4659,8.284,4.6432,-0.60247,2.0149,1.6131,4.5182,0.39,-1.969,-10.9,-4.7,-3.5,-1.7,-1.6094,-0.58307,-18.6,-7.6192,29.9
YER133W,4.2341,6.0403,6.8448,5.765,0.1341,2.4596,2.5216,6.5497,0.42,-1.1533,-3.3,-3.5,-4.5,-0.1,-1.6094,-0.76552,-16.4,-9.1933,27.1
YDL190C,5.2679,5.3279,7.9676,4.2566,-0.41222,3.8221,-0.19612,5.2095,0.4,-2.7181,1.3,-3.6,-2.8,-6.4,0.78846,-0.623,-16.4,-7.5639,31
YMR243C,4.0431,5.0938,7.1922,5.6022,-0.42386,1.7579,2.8734,5.9428,0.41,-1.4957,-4,-4.7,-7.8,-14.9,-1.6094,-0.65773,-17.5,-9.2674,34.5
YGL111W,3.434,5.124,7.2385,4.3556,-0.1461,1.9459,1.6674,5.2832,0.37,-1.876,-5,-5,-5.9,2.7,-1.6094,-0.58945,-17.8,-7.4778,34
YPR188C,1.0986,3.8918,6.1985,4.5358,0.22687,2.8449,1.4829,3.8918,0.37,-1.7952,-5,-5,-6.2,-6.6,-1.6094,-0.53378,-14.8,-8.2933,31.2
YGL107C,3.2958,4.5218,7.571,3.819,-0.51251,1.3083,1.7959,5.586,0.37,-2.4013,-8.8,-8.8,-8.7,-2.2,-1.6094,-0.5269,-17.1,-8.4238,39.6
YKR010C,4.7274,4.6347,7.7476,3.3283,-0.81542,1.2238,0.95913,3.912,0.36,-2.5903,-3.9,-3.3,2.7,-0.4,-1.6094,-0.7088,-15.9,-6.8711,31.2
YDR423C,3.091,4.2341,7.1148,3.7959,-0.46731,2.5257,0.91143,4.1821,0.32,-1.7204,-4.7,-4.7,-4.11,-5.5,-1.6094,-0.53795,-18.3,-8.4838,50.5
YPR004C,2.5649,4.0254,6.9422,4.9763,-0.25481,2.1282,2.5317,6.608,0.38,-1.4855,-7.4,-7.4,10.3,-6.4,-1.6094,-0.69919,-17.9,-9.8394,30.1
YGR261C,3.5553,4.4886,7.7956,4.601,-0.76215,1.9315,1.4988,5.3768,0.38,-2.4046,-8.4,-7.8,-7.6,-11,-1.6094,-0.61027,-17.7,-7.8557,35
YPL228W,4.8752,5.0173,7.4085,3.7805,0.03055,2.1401,0.9262,4.7303,0.39,-2.2266,-3.3,-6.4,-10.4,-2.9,0.18232,-0.72204,-14.1,-6.8334,26.9
YJL033W,3.5835,4.382,7.7463,4.3678,-0.11261,1.9315,1.4329,5.5094,0.43,-1.9526,-3.1,-4.2,-7.3,-3.1,-1.6094,-0.67944,-17,-7.0025,34.6
YDR050C,3.3673,4.3438,6.6161,8.8381,0.38549,3.2068,4.862,8.5527,0.64,-0.14804,3.9,3.9,-5.1,-3.3,-1.6094,-0.44352,-15.1,-9.987,29.7
YNL312W,3.6636,4.3438,6.7117,4.5653,0.4064,1.7047,2.0953,5.5997,0.42,-2.792,1.9,-6.2,-2.1,-6.2,-1.6094,-0.52924,-23.3,-9.3885,37.8
YLR145W,2.1972,4.1109,6.4069,3.1574,-0.24998,1.6094,1.039,3.9318,0.33,-1.5872,-6,-6,-5.2,0.4,-1.6094,-0.53626,-13.5,-6.5211,35.9
YLR110C,3.7377,4.9416,5.9965,9.0554,0.586,3.0956,5.493,6.8222,0.61,0.034498,0,0,-8.3,-3.5,-1.6094,-0.48325,-21.5,-9.5417,31.7
YEL071W,2.5649,4.5109,7.3072,6.0595,0.10896,2.3125,4.1849,6.8233,0.43,-0.78329,-5,-5,-4.6,-1.7,-1.6094,-0.54765,-21.9,-9.8271,24.3
YBR106W,3.4965,4.9345,6.3404,7.0593,0.045001,2.2513,3.3301,7.4549,0.55,-0.28928,-1.1,-1.1,-10,-3.8,-1.6094,-0.33821,-15.7,-10.212,30
YBL093C,4.3694,5.0106,6.4968,4.3403,0.1033,1.3083,2.0773,4.8675,0.35,-1.2204,-1.8,-4.3,-12.7,-5.3,-1.6094,-0.4662,-16.4,-8.8143,37
YJL124C,5.1059,5.451,6.2519,5.2854,0.04419,1.5892,2.6623,5.6525,0.4,-1.7327,-5,-9,-1.1,-4.3,0.18232,-0.49153,-16.3,-8.3,38.7
YPR131C,3.6636,5.2095,6.3767,4.0613,0.2387,1.5261,1.8467,4.2389,0.35,-2.155,-11.9,0.7,-8.3,-4.8,-1.6094,-0.54145,-15.3,-8.0778,35.8
YKL143W,3.989,4.382,7.2385,4.3404,0.13952,1.8083,1.69,5.3099,0.41,-1.4089,1.09,-1.5,-4.7,-9.3,-1.6094,-0.64539,-15.4,-7.3578,34.5
YPL031C,3.5553,4.4067,6.8222,4.1471,0.12498,2.1401,1.5817,5.4439,0.36,-1.2556,-5,-6.1,-3.7,-9.3,-1.6094,-0.37511,-19.2,-10.197,27.3
YDR167W,3.5553,4.5951,6.4313,4.1667,0.54223,1.5686,1.9838,4.9836,0.33,-1.8464,0.7,-3.9,-7.6,5.2,-1.6094,-0.57847,-14.9,-9.3474,35.8
YHR057C,2.5649,4.2485,6.4265,4.1863,0.08896,2.681,1.7634,3.7612,0.4,-1.8885,5.5,5.5,-8.9,-5.9,-1.6094,-0.33139,-17.9,-10.405,33.8
YDL101C,2.4849,4.6913,7.3408,3.6066,-0.37974,2.6672,-0.015396,4.2767,0.37,-2.356,-8.6,-8.6,-4.2,1.3,-1.6094,-0.58782,-14.6,-7.86,29.4
YMR285C,1.9459,5.0106,7.3447,3.5763,-0.13074,1.3083,1.6574,4.0775,0.4,-1.8295,-7.6,-7.6,-8.8,6.3,-1.6094,-0.648,-12.9,-7.858,38.8
YIL117C,4.1744,4.7185,6.8638,3.6674,0.23639,2.7663,1.785,5.0531,0.33,-1.0963,-6.8,1.35,-5.9,-8.9,0.18232,-0.6372,-17.6,-7.38,31.9
YAL055W,1.9459,4.3438,6.2971,3.1459,-0.013429,1.9169,0.91354,3.6636,0.31,-2.3892,0,0,-8.5,0,-1.6094,-0.54174,-17.5,-8.4353,32.9
YGR157W,5.5334,4.654,7.8671,5.8516,-1.1517,2.76,2.3763,6.5196,0.39,-2.3969,-9.7,-4,-3.7,-8.1,-1.6094,-0.63286,-16.6,-8.1859,37.2
YMR070W,5.1874,4.2195,7.2951,3.5796,-0.24956,1.7918,0.55454,4.7095,0.34,-1.9936,-8.7,3.9,3.6,0,-1.6094,-0.45885,-27.1,-7.4188,35.4
YHR162W,5.118,4.7274,5.9661,6.2976,0.085647,1.8405,3.9635,5.7662,0.38,-0.71478,-2.2,-7.3,-7.3,-5.2,0.78846,-0.37988,-17.1,-12.927,32.9
YGL093W,3.6376,3.6109,7.9208,3.5824,-0.71678,2.5726,-0.11481,3.912,0.35,-2.3507,-9.4,2.8,-4.7,-5.6,-1.6094,-0.56864,-15.3,-7.3978,37.8
YBR288C,4.0431,4.4998,7.2807,4.1682,-0.37655,2.4159,0.8351,4.272,0.37,-2.4135,-3.3,-7.6,-10.2,2.5,-1.6094,-0.68071,-16.3,-7.8404,29.4
YKR092C,3.3322,5.5094,7.1074,5.4084,0.2728,1.0986,2.3831,6.367,0.4,-1.2708,5.36,5.36,-1.5,0,-1.6094,-0.53711,-19.8,-8.32,32.7
YDR033W,5.5053,6.1026,6.8701,7.0336,0.12436,2.3888,4.1466,7.2123,0.5,-0.63904,-2.2,-4.1,3.1,-0.8,1.4351,-0.52418,-18.7,-9.1032,34.7
YGL226W,1.6094,4.4308,5.9189,3.4907,0.50398,1.775,2.6025,3.912,0.27,-1.5037,-6.5,-6.5,1.5,-5.4,-1.6094,-0.50535,-16.3,-9.5727,29.4
YOR324C,4.9836,4.9053,7.5005,3.3985,-1.1161,1.5041,1.0181,3.9703,0.35,-2.4259,-1.7,-11.5,6,-0.9,-1.6094,-0.49951,-18.7,-8.7034,42.6
YGR037C,3.7612,5.1985,5.5759,6.9219,0.76976,2.3224,3.39,7.2579,0.51,-0.65527,-1.9,0.8,-15,6.3,-1.6094,-0.3634,-17.8,-8.8143,28.1
YER143W,4.0604,4.6821,7.1601,3.6602,0.45082,3.2229,0.0065977,4.3903,0.37,-2.0077,0,-3.58,-7.1,-7.4,-1.6094,-0.58119,-15.7,-8.2024,35.1
YBR030W,3.3322,4.6052,7.414,3.5591,-0.93439,1.1939,1.4925,4.5816,0.37,-2.0479,-8,-8,-2.1,-6,0.18232,-0.54479,-15.5,-9.1722,37.3
YLR440C,2.9957,5.037,7.6639,3.7441,-0.27928,2.1518,0.22037,4.6759,0.36,-1.9366,1.2,1.2,-5.8,-18.6,-1.6094,-0.51177,-17.6,-7.8039,33.3
YOL007C,4.2905,5.8861,6.9334,4.0582,0.051198,1.9601,0.4757,4.7903,0.34,-1.4819,-0.3,-6.7,0,-3.8,-1.6094,-0.62583,-14.6,-7.1818,35.5
YDR429C,2.7726,4.625,6.7154,6.0762,0.21377,1.5892,3.7327,4.0775,0.47,-0.83656,2.2,2.2,-8.7,-2.4,-1.6094,-0.72204,-21.5,-8.8385,29.7
YMR208W,2.8904,4.6821,7.1944,4.1674,0.080198,2.5494,1.6208,4.8726,0.4,-2.5108,-3.2,-3.2,6.1,-0.6,-1.6094,-0.55585,-16.1,-7.9465,26.9
YKR082W,2.3979,4.3041,8.1531,4.3805,-0.53957,3.2027,0.23847,5.8091,0.38,-2.3497,-5.8,-5.8,0.3,-6.3,-1.6094,-0.57901,-16.3,-7.1705,27.4
YHL028W,4.2341,4.3694,7.5055,2.6783,-0.93082,2.2083,-1.2074,3.9318,0.29,-2.0318,-5,-2.4,-11.3,0.4,-1.6094,-0.49752,-20.6,-7.9025,34.1
YHR181W,3.4965,4.4067,6.5323,4.4227,-0.10533,1.9601,1.7419,5.112,0.34,-2.9838,-6.9,-3.8,-9.1,-1.6,-1.6094,-0.64521,-13.3,-7.181,37.9
YJL029C,4.0943,4.6052,7.8116,3.9414,-0.92683,1.8718,0.9975,4.5035,0.36,-2.5731,-15.1,-5.8,-3.3,-3,-1.6094,-0.47975,-19.5,-7.7881,36.3
YMR157C,2.3026,4.6052,6.6438,3.7799,-0.13076,1.7405,1.8271,3.9053,0.36,-2.1103,-6.4,-6.4,-4.6,-9.9,-1.6094,-0.54063,-18.3,-8.5458,34.9
YCR017C,3.4657,5.2204,7.9593,4.8937,-0.81071,2.3125,1.7713,4.5397,0.38,-2.2359,-8.4,-8.9,-14.3,-3.1,-1.6094,-0.61169,-19,-8.5287,32.6
YMR048W,2.1972,4.6821,6.8607,3.1872,0.1153,1.7047,0.89824,3.7377,0.38,-2.7774,-7.1,-7.1,-5.2,-6.6,-1.6094,-0.62924,-21.2,-8.9633,36.7
YPL076W,4.9836,6.6619,6.737,2.7498,-0.32946,2.5014,-0.3058,4.2767,0.36,-3.1653,-1.1,-5.2,-7.2,-1.8,0.18232,-0.5841,-12.5,-5.7656,32.8
YAL049C,4.1744,4.7791,6.608,4.5457,0.27131,3.2268,0.77598,3.9318,0.42,-2.1848,-3.2,-5.2,-8.1,-5.5,-1.6094,-0.56465,-17.9,-9.6957,33.9
YBR121C,3.8501,4.6347,7.6029,6.5718,-0.12429,3.5115,1.8634,7.7708,0.54,-0.91879,-1.8,-8.8,-4.2,-8.2,0.78846,-0.64958,-19.5,-9.486,27.1
YMR062C,2.6391,4.7095,7.1899,4.2384,-0.29415,2.0919,2.4113,7.767,0.4,-3.361,-8.1,-8.1,-5.7,-13.9,-1.6094,-0.58475,-13.8,-8.9372,36.5
YMR195W,4.5218,4.8203,5.9506,4.089,0.19872,1.7579,2.3987,4.6587,0.36,-2.4913,0,-7.1,-6.6,-3,0.18232,-0.39137,-15.7,-9.8,32.8
YGR268C,2.6391,5.1761,6.3919,3.4831,-0.0040006,3.4689,-0.34629,4.3219,0.31,-1.2441,-6,-6,-7.5,-1.8,-1.6094,-0.42113,-19.3,-10.772,33.7
YIL158W,2.3979,4.4308,6.4216,4.3115,-0.59085,0.74194,2.5719,4.1537,0.34,-1.7082,-10.1,-10.1,-4.1,-0.1,-1.6094,-0.50508,-20.6,-10.063,37.1
YJR101W,3.4012,4.9345,6.6859,4.1764,-0.17745,1.5041,2.0887,4.7791,0.34,-2.0418,-11.5,-11.5,-7.4,0,-1.6094,-0.4867,-15.2,-8.584,32.4
YGR058W,3.0445,5.6348,6.9157,2.9725,0.1357,1.335,1.2196,4.2413,0.34,-2.9818,-7.5,-7.5,-6.2,0.53,-1.6094,-0.64774,-14.7,-6.4313,41.2
YDL192W,3.6109,4.9416,6.3026,7.0696,0.022672,3.0865,3.1122,7.5756,0.53,-1.0633,-7.1,0,-5.2,-1.1,-1.6094,-0.57436,-13.3,-8.8353,24.9
YDL003W,4.6444,4.7536,7.439,3.9842,0.020991,1.3083,1.4307,4.4026,0.37,-1.8067,0.6,5.4,-10.5,-3.8,-1.6094,-0.71889,-13.7,-6.8364,34.5
YDL078C,3.1355,4.3944,6.9393,5.0831,0.27812,2.1518,2.1299,5.4827,0.39,-1.441,-6.1,-6.1,1.1,2.4,-1.6094,-0.44123,-15.6,-9.697,28.2
YLL027W,5.3279,4.8598,6.6241,4.0549,0.10178,1.6487,2.6958,5.504,0.36,-1.1376,0,-7.7,-5.1,-7,0.18232,-0.39455,-21.4,-9.8863,97.7
YAR007C,3.7377,4.2905,7.5316,4.4138,0.21756,2.3224,1.1386,5.8493,0.42,-2.3698,-4.6,-6.7,-5.2,0.5,-1.6094,-0.5911,-19.1,-8.2639,29.8
YML064C,4.0943,5.2364,6.6039,3.3989,0.41091,1.0986,1.5518,3.9797,0.31,-2.3903,-5.7,5.1,-10.4,0.1,0.18232,-0.46676,-14.7,-6.7043,33.4
YML031W,2.5649,4.3175,7.5848,4.3653,-0.58266,1.2809,1.9447,5.5373,0.34,-1.8585,8,8,-5.4,0,-1.6094,-0.43958,-19.2,-8.1984,31
YDL125C,5.1533,4.92,6.1675,6.0444,0.39233,2.7081,1.935,6.5453,0.44,-1.0106,-7.6,-12,-0.7,-3.8,0.78846,-0.4126,-17.5,-9.2643,41.4
YGL022W,4.1744,4.382,7.6765,5.638,-0.77051,2.4849,2.1742,5.8777,0.42,-1.2574,-8.3,-0.8,-2.5,-3.4,-1.6094,-0.3332,-18.9,-10.307,30.7
YCL005W,4.804,4.9127,6.6477,3.4809,-0.7165,1.6292,1.194,4.0604,0.28,-2.4476,-15.7,-3,-5.5,5.1,-1.6094,-0.45365,-16.9,-9.4917,38
YDR500C,2.9957,4.4998,5.5872,7.9244,0.45804,3.3742,4.0844,7.8463,0.54,-0.366,5.3,5.3,-0.5,-3.3,-1.6094,-0.53029,-8.7,-7.2143,38
YPL243W,4.4998,4.2047,7.4955,4.7774,-0.072154,1.335,2.589,6.1174,0.41,-1.8226,-2.2,-1.2,-1,-4.2,0.18232,-0.56398,-19,-6.8862,34.4
YDR497C,4.3041,4.6347,7.4702,5.4708,-0.71411,1.8083,3.4455,6.7886,0.41,-1.8338,-3.3,-2.1,1.4,-2.1,-1.6094,-0.47829,-18.9,-9.4947,28.5
YDL025C,5.1985,5.1761,7.5299,3.38,-0.80736,3.0204,0.3746,5.4553,0.38,-2.4686,-6.2,-6,0.6,-2.5,-1.6094,-0.58135,-18.3,-7.9705,34.4
YBR104W,4.0943,4.0775,6.8977,3.8073,-0.024504,0.78846,2.9476,4.654,0.36,-2.7678,-5.6,-3.5,1.8,3.2,-1.6094,-0.56958,-23.5,-9.6871,33.9
YBL091C,3.0445,4.4998,7.1436,5.1527,0.051021,2.7537,1.6124,4.4067,0.43,-2.7046,-1.2,-1.2,-1.1,-11.3,-1.6094,-0.48193,-19.7,-8.4634,30.9
YPL048W,3.8067,4.7622,7.1293,6.1211,0.1872,4.0927,0.96036,6.812,0.53,-2.4793,6.7,-3.6,-5.4,-11.6,-1.6094,-0.28602,-18.3,-10.878,29.3
YJL071W,3.8067,4.654,7.453,3.0243,-0.9263,1.6094,0.7004,4.3351,0.34,-3.5936,-12.5,-9.9,-4.4,-6.1,-1.6094,-0.59305,-16.4,-8.0018,31
YNL123W,3.4965,4.0775,8.0044,4.6141,-0.28353,3.9551,-0.061102,4.9175,0.41,-0.84676,-5,-5,-7.4,-11.2,-1.6094,-0.71222,-18.5,-8.0306,32.6
YPL037C,3.4012,4.1271,6.1612,7.3069,0.6111,3.3142,2.9194,8.2178,0.61,-0.41491,-1.3,-1.3,-5.9,4.3,-1.6094,-0.43701,-17.9,-10.079,28.4
YKL145W,3.1355,5.0106,7.2471,5.6046,0.14014,2.0794,2.8179,7.1899,0.45,-0.78592,-1.4,-1.4,-5.8,-7.4,-1.6094,-0.67584,-17.8,-9.5733,29.2
YPL015C,4.0073,5.7777,6.9791,4.4138,-1.0053,1.775,1.8802,5.0752,0.36,-2.0099,-12,-5.6,-1.7,-4.2,-1.6094,-0.50132,-17.3,-10.162,39.3
YBR253W,4.1109,4.5109,5.9026,4.2877,-0.50557,2.2824,1.3104,4.9802,0.34,-1.5852,-7.7,-6.5,-6.8,0,0.18232,-0.3562,-11.8,-8.4545,39.5
YHR154W,3.4657,4.3694,8.075,3.8384,-0.68907,3.0397,-0.55754,4.5109,0.37,-2.6451,-1,-6.7,-0.8,-3.74,-1.6094,-0.63246,-17.2,-6.4978,32.6
YKL058W,3.4012,5.3519,5.9108,4.9299,-0.095158,1.6292,2.9995,3.922,0.35,-1.9754,-1.3,-1.3,0.1,-1.9,-1.6094,-0.54074,-16.5,-9.4091,30.8
YKL085W,3.3322,3.5264,6.9127,5.0454,0.33004,1.6487,2.5734,5.9393,0.5,-1.9338,1.2,1.2,-6.5,-6.5,-1.6094,-0.44061,-21.7,-10.825,31.1
YNR043W,2.5649,4.9416,7.0825,5.4618,0.21315,2.7663,2.002,6.4635,0.43,-1.717,-3,-3,4.4,-7.3,-1.6094,-0.51156,-15.4,-8.4105,34.2
YIL064W,6.8134,2.0794,6.6516,4.274,-0.050553,1.6487,1.9589,3.989,0.35,-2.1362,-7.6,-7.4,-5.7,-5.7,-1.6094,-0.46872,-17.6,-9.6917,32.5
YGR013W,3.1355,5.4161,7.5299,3.1801,-0.32252,1.9169,0.90286,4.5609,0.38,-1.8301,-9.6,-9.6,-9.7,-5.1,-1.6094,-0.48793,-18.1,-7.3607,30.7
YML103C,3.5835,4.6728,8.5108,4.563,-0.79023,3.7377,-0.14509,5.5722,0.38,-1.8464,-11.2,-11.2,-4.8,-11.2,-1.6094,-0.61689,-14.5,-6.6602,31.2
YHL027W,4.4308,5.3471,7.538,3.8538,-0.0558,1.8871,1.6682,4.4067,0.37,-1.9618,-11.8,-5.6,-7.1,-8.1,0.78846,-0.49879,-16.5,-9.1,5.2
YDR539W,3.4657,4.0775,7.3212,4.1918,-0.23727,3.1311,0.27611,4.5397,0.39,-2.7504,-6.3,-7.7,-0.2,-3.3,-1.6094,-0.64774,-18.6,-8.8702,28.6
YMR177W,4.2767,5.3279,7.335,3.2453,-0.38084,1.2809,1.3877,4.0518,0.38,-2.3207,-12.5,-5.8,-2.3,-2.1,-1.6094,-0.67956,-15.9,-7.794,34.6
YGR286C,4.6913,4.7707,7.0282,3.8497,-0.17748,2.5572,0.11529,4.2341,0.42,-2.7227,-3.7,-4.6,-3.2,-6,-1.6094,-0.53522,-17.8,-10.058,32.9
YDR100W,3.2581,5.4889,6.0684,4.7324,0.31827,2.3125,1.3408,5.607,0.37,-2.5823,-6.5,-6.5,-7.2,-4.8,-1.6094,-0.50981,-16.2,-8.8077,32.1
YER049W,4.4067,4.5109,7.5679,5.0309,-0.14878,1.5041,2.6057,5.1761,0.45,-1.2279,-1.5,-1.8,-4.7,6.8,-1.6094,-0.56214,-16.4,-8.473,29.5
YML012W,2.7081,4.8203,6.4552,6.1719,-0.0026963,3.0587,2.1403,6.762,0.46,-1.5626,-8.4,-8.4,4.6,-2.8,-1.6094,-0.47382,-17.7,-10.815,29.5
YOR217W,4.4659,5.425,7.8579,4.2737,-0.33178,3.4812,-0.76947,4.7125,0.4,-1.8024,-7.8,-10,-1.4,-7.9,-1.6094,-0.68723,-18.8,-8.0906,38.1
YNL206C,1.7918,4.2905,7.2211,4.0582,-0.71604,1.5892,1.59,4.4621,0.4,-2.9243,-6,-6,-5.8,1.7,-1.6094,-0.58171,-14.7,-7.0932,38.7
YLR060W,3.3673,4.654,7.4889,6.014,0.046564,2.7081,2.028,7.2766,0.49,-1.4225,-2.9,-2.9,-3.9,-2.8,-1.6094,-0.46966,-15.8,-8.2241,29
YDR071C,3.3322,4.3944,6.3561,5.656,0.48112,1.9459,3.0743,5.0039,0.44,-1.8282,3.2,3.2,6.7,-2.9,0.78846,-0.54511,-14.2,-8.0111,26.1
YDR353W,3.8712,4.3567,6.8669,6.2596,0.50519,2.5494,2.7492,7.5802,0.5,-1.2708,-7,1.4,0.4,-1,-1.6094,-0.48582,-17.2,-10.48,19.4
YJL001W,3.912,4.7274,6.4739,5.5573,0.33039,2.3609,2.0481,7.2957,0.4,-1.3883,-5.1,-1.3,-0.2,-0.8,-1.6094,-0.62401,-21.3,-9.125,33.4
YKR037C,3.4965,5.112,6.789,3.4974,-0.27894,1.4586,0.96807,4.2195,0.38,-2.62,8.2,3.1,-12.9,-20,-1.6094,-0.51169,-17,-7.6679,30.7
YLR212C,2.6391,4.6634,7.2598,3.9275,-0.57795,1.335,1.0156,6.3739,0.36,-2.6395,-0.5,-0.5,-8.4,-2.17,-1.6094,-0.51509,-16.3,-8.2935,37.4
YIL007C,3.2189,5.0752,6.4968,3.4654,-0.026288,2.2513,0.77878,4.1378,0.35,-2.3476,10.9,10.9,-7.4,-6.3,0.18232,-0.50293,-16.7,-8.619,32.2
YBL074C,2.5649,5.5683,6.9735,3.3471,-0.44677,2.2192,0.45458,4.0431,0.37,-2.5639,-7.5,-7.5,-9.9,-5.6,-1.6094,-0.50205,-13.4,-7.6912,46.8
YMR260C,3.1781,5.0752,6.1356,6.8247,0.1797,3.1311,2.96,7.1037,0.53,-1.4122,0.4,0.4,-14.3,-1.3,-1.6094,-0.75575,-13.4,-6.2643,27.8
YIR018W,3.0445,6.2653,6.6039,3.8067,-0.53141,2.5494,0.348,3.7612,0.33,-1.4767,-0.2,-0.2,-1.1,-6.5,-1.6094,-0.37988,-16.1,-8.4217,46.1
YPL074W,3.3673,4.92,7.7253,3.2992,-0.63472,1.5892,1.2388,3.9766,0.34,-2.1103,2.5,2.5,-9.8,-2.6,-1.6094,-0.61821,-16.3,-7.9878,33.3
YBR145W,3.7136,4.4067,6.9622,3.1772,-0.19762,0.69315,3.025,7.0616,0.45,-2.8753,-1.3,-1.3,-2.8,-3.9,0.18232,-0.65552,-23.8,-10.538,43.4
